quadkey,latitude,longitude,rwi,error,geometry,index_right,ADM2_PCODE
3313001220303,30.9493465,-9.7229004,-0.326,0.42,POINT (-9.7229004 30.9493465),40.0,MA006003
3313001333322,30.7607184,-8.5144043,-0.665,0.389,POINT (-8.5144043 30.7607184),4.0,MA009004
3311233223320,31.9801229,-6.7565918,-0.2,0.45,POINT (-6.7565918 31.9801229),42.0,MA001001
3311302203021,34.6964607,-5.4162598,0.568,0.523,POINT (-5.4162598 34.6964607),18.0,MA010007
3313001121210,31.569175,-8.9099121,-0.034,0.483,POINT (-8.9099121 31.569175),29.0,MA006002
3311302203203,34.6422466,-5.4162598,-0.851,0.437,POINT (-5.4162598 34.6422466),18.0,MA010007
3311213102331,35.2007443,-6.1633301,0.96,0.527,POINT (-6.1633301 35.2007443),,
3311233221002,32.2220954,-6.8444824,-0.457,0.534,POINT (-6.8444824 32.2220954),46.0,MA001003
3311322021103,32.8149779,-5.3283691,-0.198,0.42,POINT (-5.3283691 32.8149779),49.0,MA001004
3313001313103,31.1752094,-8.4924316,0.114,0.477,POINT (-8.4924316 31.1752094),29.0,MA006002
3311231110020,34.261756,-5.9655762,0.644,0.508,POINT (-5.9655762 34.261756),2.0,MA008007
3313003322300,29.6021178,-9.041748,-0.266,0.425,POINT (-9.041748 29.6021178),28.0,MA009006
3311322102033,32.925707,-4.8449707,-0.328,0.388,POINT (-4.8449707 32.925707),52.0,MA003003
3311320211210,33.642062,-5.0427246,-0.317,0.491,POINT (-5.0427246 33.642062),56.0,MA004004
3311213112120,35.2725313,-5.8776855,-0.613,0.447,POINT (-5.8776855 35.2725313),35.0,MA010004
3311320230003,33.4039307,-5.2404785,-0.246,0.473,POINT (-5.2404785 33.4039307),56.0,MA004004
3313020110231,29.4108899,-10.1184082,-0.204,0.405,POINT (-10.1184082 29.4108899),5.0,MA005004
3313012023123,30.2305941,-8.1408691,-0.046,0.4,POINT (-8.1408691 30.2305941),4.0,MA009004
3311302333001,34.4431582,-4.3615723,-0.64,0.448,POINT (-4.3615723 34.4431582),17.0,MA004009
3311300202320,35.7732571,-5.526123,-0.444,0.495,POINT (-5.526123 35.7732571),19.0,MA010003
3311320002113,34.1345412,-5.4602051,-0.222,0.479,POINT (-5.4602051 34.1345412),59.0,MA004002
3311321211013,33.6969222,-3.614502,0.182,0.548,POINT (-3.614502 33.6969222),45.0,MA004005
3313001032322,31.363018,-9.3933105,-0.538,0.437,POINT (-9.3933105 31.363018),40.0,MA006003
3313001102303,31.7001291,-9.0197754,-0.543,0.391,POINT (-9.0197754 31.7001291),40.0,MA006003
3313011220320,30.9305004,-6.932373,0.823,0.509,POINT (-6.932373 30.9305004),37.0,MA003001
3313001120320,31.5317257,-9.041748,-0.434,0.468,POINT (-9.041748 31.5317257),29.0,MA006002
3311322020011,32.8334424,-5.5480957,-0.476,0.414,POINT (-5.5480957 32.8334424),49.0,MA001004
3311320010112,34.2799139,-5.1306152,-0.607,0.453,POINT (-5.1306152 34.2799139),10.0,MA004006
3311303021201,35.0929448,-4.0100098,-0.093,0.462,POINT (-4.0100098 35.0929448),20.0,MA010001
3311223320210,32.1663125,-9.0856934,-0.499,0.496,POINT (-9.0856934 32.1663125),8.0,MA006006
3311213303330,34.6241673,-6.0095215,-0.352,0.496,POINT (-6.0095215 34.6241673),23.0,MA008006
3313003221111,29.8311133,-9.5031738,0.012,0.468,POINT (-9.5031738 29.8311133),28.0,MA009006
3311232312131,32.3521223,-7.2180176,-0.203,0.509,POINT (-7.2180176 32.3521223),51.0,MA006005
3311231120023,33.9524731,-6.295166,0.196,0.468,POINT (-6.295166 33.9524731),0.0,MA008005
3311232000001,33.1283507,-8.404541,-0.787,0.439,POINT (-8.404541 33.1283507),67.0,MA002002
3311230222212,33.1835362,-8.3825684,0.021,0.473,POINT (-8.3825684 33.1835362),67.0,MA002002
3311312233233,34.3162179,-2.208252,0.846,0.586,POINT (-2.208252 34.3162179),48.0,MA007006
3311232012120,32.9441484,-7.9870605,0.034,0.507,POINT (-7.9870605 32.9441484),14.0,MA002009
3311223122022,32.6301225,-9.1296387,-0.268,0.454,POINT (-9.1296387 32.6301225),8.0,MA006006
3313010133211,31.4192877,-7.130127,-0.598,0.403,POINT (-7.130127 31.4192877),42.0,MA001001
3311320213020,33.5322367,-5.0866699,0.449,0.552,POINT (-5.0866699 33.5322367),56.0,MA004004
3313010121002,31.6253207,-7.5476074,-0.472,0.469,POINT (-7.5476074 31.6253207),33.0,MA006001
3311213311020,34.8408581,-5.7897949,-0.497,0.443,POINT (-5.7897949 34.8408581),3.0,MA008004
3311233002220,32.8703597,-7.0202637,-0.19,0.449,POINT (-7.0202637 32.8703597),14.0,MA002009
3311231210232,33.5871669,-6.6247559,-0.375,0.488,POINT (-6.6247559 33.5871669),0.0,MA008005
3311231323120,33.238687,-6.0534668,-0.306,0.404,POINT (-6.0534668 33.238687),49.0,MA001004
3313010301311,31.2691604,-7.3937988,0.359,0.445,POINT (-7.3937988 31.2691604),37.0,MA003001
3313012331030,29.7929837,-7.1520996,0.302,0.42,POINT (-7.1520996 29.7929837),6.0,MA009005
3313002333113,29.6594156,-9.8547363,-0.408,0.457,POINT (-9.8547363 29.6594156),28.0,MA009006
3311320322011,33.2754349,-4.8449707,-0.819,0.388,POINT (-4.8449707 33.2754349),45.0,MA004005
3311223333232,31.9614831,-8.5583496,-0.342,0.395,POINT (-8.5583496 31.9614831),9.0,MA006007
3311232111133,33.0731305,-7.0422363,-0.634,0.462,POINT (-7.0422363 33.0731305),14.0,MA002009
3311302332203,34.3525062,-4.5373535,0.139,0.489,POINT (-4.5373535 34.3525062),63.0,MA004008
3313003211002,30.1166211,-9.3054199,-0.449,0.53,POINT (-9.3054199 30.1166211),15.0,MA009002
3313100221021,31.0058624,-5.4162598,-0.564,0.404,POINT (-5.4162598 31.0058624),58.0,MA003005
3311232302301,32.3149908,-7.6135254,-0.316,0.415,POINT (-7.6135254 32.3149908),51.0,MA006005
3313001032212,31.4005349,-9.4372559,-0.252,0.427,POINT (-9.4372559 31.4005349),40.0,MA006003
3311322013123,32.925707,-4.9768066,-0.583,0.426,POINT (-4.9768066 32.925707),52.0,MA003003
3313001122203,31.4005349,-9.107666,-0.708,0.41,POINT (-9.107666 31.4005349),29.0,MA006002
3311213312111,34.7325837,-5.8117676,-0.297,0.437,POINT (-5.8117676 34.7325837),23.0,MA008006
3311320030202,33.9160126,-5.2624512,-0.109,0.502,POINT (-5.2624512 33.9160126),50.0,MA004003
3313003210311,30.0595852,-9.3273926,-0.396,0.512,POINT (-9.3273926 30.0595852),15.0,MA009002
3313010120230,31.5317257,-7.6794434,-0.14,0.553,POINT (-7.6794434 31.5317257),33.0,MA006001
3311233213212,32.2964193,-6.4489746,0.111,0.513,POINT (-6.4489746 32.2964193),43.0,MA001002
3313020111032,29.4682962,-9.9645996,-0.57,0.443,POINT (-9.9645996 29.4682962),5.0,MA005004
3311233023313,32.5931055,-6.6906738,-0.477,0.518,POINT (-6.6906738 32.5931055),46.0,MA001003
3311303122022,34.9669984,-3.5046387,-0.105,0.463,POINT (-3.5046387 34.9669984),62.0,MA007003
3311223110130,33.0915411,-8.6462402,0.165,0.51,POINT (-8.6462402 33.0915411),67.0,MA002002
3313001100220,31.8308986,-9.1296387,-0.311,0.436,POINT (-9.1296387 31.8308986),40.0,MA006003
3313013123302,30.1926178,-6.0534668,-0.299,0.45,POINT (-6.0534668 30.1926178),58.0,MA003005
3311320021200,33.9342448,-5.4382324,-0.027,0.496,POINT (-5.4382324 33.9342448),59.0,MA004002
3311300203200,35.8089035,-5.4382324,-0.778,0.503,POINT (-5.4382324 35.8089035),19.0,MA010003
3313003033322,30.1546268,-9.2175293,-0.079,0.47,POINT (-9.2175293 30.1546268),15.0,MA009002
3311232121001,32.8334424,-7.5256348,-0.426,0.491,POINT (-7.5256348 32.8334424),14.0,MA002009
3311320012121,34.116352,-5.1525879,-0.601,0.483,POINT (-5.1525879 34.116352),10.0,MA004006
3311322002330,32.8703597,-5.4821777,-0.325,0.398,POINT (-5.4821777 32.8703597),49.0,MA001004
3311302122122,34.9669984,-4.822998,-0.375,0.513,POINT (-4.822998 34.9669984),12.0,MA010002
3311302323021,34.4069092,-4.7131348,-0.507,0.433,POINT (-4.7131348 34.4069092),63.0,MA004008
3313010212000,31.194007,-8.0749512,0.355,0.439,POINT (-8.0749512 31.194007),33.0,MA006001
3311322003002,32.962586,-5.4382324,-0.096,0.388,POINT (-5.4382324 32.962586),49.0,MA001004
3313003023320,30.1736241,-9.5690918,0.427,0.517,POINT (-9.5690918 30.1736241),15.0,MA009002
3311303333011,34.4431582,-2.911377,-0.272,0.491,POINT (-2.911377 34.4431582),54.0,MA007008
3311323001120,33.0915411,-3.9440918,-0.544,0.392,POINT (-3.9440918 33.0915411),45.0,MA004005
3313010012310,31.7188218,-7.9431152,0.305,0.533,POINT (-7.9431152 31.7188218),38.0,MA006004
3311312203321,34.6241673,-2.5158691,0.134,0.449,POINT (-2.5158691 34.6241673),54.0,MA007008
3311221333201,33.2019237,-8.5803223,0.475,0.584,POINT (-8.5803223 33.2019237),67.0,MA002002
3311230321103,33.4039307,-7.4377441,-0.262,0.496,POINT (-7.4377441 33.4039307),66.0,MA002001
3313010210002,31.3254862,-8.0749512,-0.124,0.497,POINT (-8.0749512 31.3254862),33.0,MA006001
3311302320001,34.587997,-4.888916,-0.338,0.431,POINT (-4.888916 34.587997),63.0,MA004008
3311231120333,33.8795365,-6.1633301,-0.148,0.483,POINT (-6.1633301 33.8795365),0.0,MA008005
3311231102112,34.1345412,-6.1853027,-0.862,0.399,POINT (-6.1853027 34.1345412),0.0,MA008005
3313002333301,29.6021178,-9.8986816,-0.037,0.434,POINT (-9.8986816 29.6021178),28.0,MA009006
3313003031103,30.4202557,-9.1955566,0.212,0.524,POINT (-9.1955566 30.4202557),4.0,MA009004
3311213303012,34.7145242,-6.0974121,-0.945,0.471,POINT (-6.0974121 34.7145242),3.0,MA008004
3313001013003,31.7748771,-9.2834473,-0.37,0.417,POINT (-9.2834473 31.7748771),40.0,MA006003
3313003122310,30.2116078,-8.9978027,0.177,0.487,POINT (-8.9978027 30.2116078),4.0,MA009004
3311320002303,34.0617609,-5.5041504,0.16,0.546,POINT (-5.5041504 34.0617609),59.0,MA004002
3311231310113,33.6969222,-5.8117676,-0.245,0.441,POINT (-5.8117676 33.6969222),0.0,MA008005
3313001010302,31.8495649,-9.3933105,-0.571,0.416,POINT (-9.3933105 31.8495649),40.0,MA006003
3311231210001,33.7152012,-6.6467285,-0.358,0.491,POINT (-6.6467285 33.7152012),0.0,MA008005
3313100122101,31.4942613,-4.8010254,-0.537,0.449,POINT (-4.8010254 31.4942613),7.0,MA003002
3311320013121,34.116352,-4.9768066,-0.349,0.509,POINT (-4.9768066 34.116352),10.0,MA004006
3313001103030,31.7561958,-8.9099121,-0.111,0.393,POINT (-8.9099121 31.7561958),9.0,MA006007
3313011311310,31.2691604,-5.657959,-0.111,0.419,POINT (-5.657959 31.2691604),55.0,MA003004
3313003201101,30.1356258,-9.5471191,0.377,0.548,POINT (-9.5471191 30.1356258),15.0,MA009002
3313012200203,30.040566,-8.404541,-0.346,0.398,POINT (-8.404541 30.040566),4.0,MA009004
3313010221331,30.9305004,-8.0969238,-0.389,0.384,POINT (-8.0969238 30.9305004),33.0,MA006001
3311322312322,32.259265,-4.4714355,-0.011,0.522,POINT (-4.4714355 32.259265),52.0,MA003003
3313001220103,31.0246937,-9.7229004,-0.147,0.385,POINT (-9.7229004 31.0246937),40.0,MA006003
3311230232133,33.2203073,-7.9211426,-0.294,0.437,POINT (-7.9211426 33.2203073),66.0,MA002001
3313012002232,30.4581439,-8.3825684,-0.339,0.395,POINT (-8.3825684 30.4581439),4.0,MA009004
3311223303213,32.2964193,-8.8879395,-0.18,0.529,POINT (-8.8879395 32.2964193),8.0,MA006006
3313003323033,29.6212207,-8.8879395,-0.189,0.485,POINT (-8.8879395 29.6212207),28.0,MA009006
3313011002203,31.7001291,-6.998291,-0.402,0.482,POINT (-6.998291 31.7001291),42.0,MA001001
3313003001333,30.6095493,-9.5031738,0.308,0.512,POINT (-9.5031738 30.6095493),32.0,MA009001
3311322331221,32.1291049,-4.3615723,0.359,0.445,POINT (-4.3615723 32.1291049),7.0,MA003002
3311302003313,35.218697,-5.2844238,-0.369,0.521,POINT (-5.2844238 35.218697),12.0,MA010002
3313010231123,30.9870275,-7.7893066,-0.748,0.382,POINT (-7.7893066 30.9870275),4.0,MA009004
3311302311103,34.85889,-4.2736816,-0.247,0.387,POINT (-4.2736816 34.85889),20.0,MA010001
3313002333103,29.6594156,-9.8986816,-0.317,0.455,POINT (-9.8986816 29.6594156),28.0,MA009006
3311232130330,32.7225981,-7.2399902,-0.654,0.442,POINT (-7.2399902 32.7225981),14.0,MA002009
3311303300321,34.768691,-3.3947754,-0.09,0.438,POINT (-3.3947754 34.768691),62.0,MA007003
3313020131223,29.0849761,-9.9865723,-0.252,0.479,POINT (-9.9865723 29.0849761),31.0,MA005002
3313010331022,30.9870275,-7.1960449,-0.282,0.406,POINT (-7.1960449 30.9870275),37.0,MA003001
3311303023021,34.9850026,-4.0100098,-0.359,0.404,POINT (-4.0100098 34.9850026),20.0,MA010001
3313010120001,31.6440285,-7.701416,0.316,0.508,POINT (-7.701416 31.6440285),33.0,MA006001
3311233120122,32.7780375,-6.229248,-0.205,0.448,POINT (-6.229248 32.7780375),26.0,MA001005
3311302010010,35.4517204,-5.2185059,-0.241,0.463,POINT (-5.2185059 35.4517204),57.0,MA010008
3311223301123,32.4819627,-8.8439941,-0.382,0.478,POINT (-8.8439941 32.4819627),8.0,MA006006
3313010222330,30.7795979,-8.2946777,-0.285,0.437,POINT (-8.2946777 30.7795979),4.0,MA009004
3313001210223,31.212801,-9.4592285,-0.793,0.398,POINT (-9.4592285 31.212801),40.0,MA006003
3311320030302,33.9160126,-5.1745605,0.371,0.475,POINT (-5.1745605 33.9160126),50.0,MA004003
3313011122000,31.4942613,-6.3171387,-0.21,0.39,POINT (-6.3171387 31.4942613),55.0,MA003004
3311312220100,34.587997,-2.713623,-0.453,0.438,POINT (-2.713623 34.587997),54.0,MA007008
3311233332001,32.0918821,-5.9436035,-0.039,0.521,POINT (-5.9436035 32.0918821),42.0,MA001001
3311233121203,32.7410818,-6.1193848,-0.572,0.39,POINT (-6.1193848 32.7410818),26.0,MA001005
3313010220031,31.0058624,-8.3605957,-0.032,0.47,POINT (-8.3605957 31.0058624),33.0,MA006001
3311231101011,34.2980679,-6.0754395,-0.138,0.47,POINT (-6.0754395 34.2980679),2.0,MA008007
3311302222010,34.4431582,-5.5700684,0.072,0.521,POINT (-5.5700684 34.4431582),23.0,MA008006
3313010220220,30.9305004,-8.4265137,-0.571,0.408,POINT (-8.4265137 30.9305004),33.0,MA006001
3311312022311,34.9489902,-2.6477051,-0.162,0.479,POINT (-2.6477051 34.9489902),11.0,MA007007
3313003023130,30.2495768,-9.5251465,0.651,0.534,POINT (-9.5251465 30.2495768),15.0,MA009002
3313010130210,31.569175,-7.3278809,-0.369,0.434,POINT (-7.3278809 31.569175),33.0,MA006001
3311231131020,33.9706975,-5.7897949,-0.362,0.464,POINT (-5.7897949 33.9706975),0.0,MA008005
3311320022112,33.8430448,-5.4821777,0.944,0.549,POINT (-5.4821777 33.8430448),59.0,MA004002
3311233102110,32.9810197,-6.1853027,-0.275,0.415,POINT (-6.1853027 32.9810197),26.0,MA001005
3313012001230,30.6284584,-8.2067871,-0.599,0.473,POINT (-8.2067871 30.6284584),4.0,MA009004
3311320031301,33.9342448,-4.9768066,0.627,0.583,POINT (-4.9768066 33.9342448),,
3311312203311,34.6603219,-2.4719238,-0.144,0.419,POINT (-2.4719238 34.6603219),54.0,MA007008
3313001333101,30.892797,-8.4924316,-0.21,0.402,POINT (-8.4924316 30.892797),33.0,MA006001
3313010023103,31.4755236,-8.1408691,0.104,0.515,POINT (-8.1408691 31.4755236),33.0,MA006001
3311302000103,35.4338194,-5.5041504,-0.316,0.427,POINT (-5.5041504 35.4338194),57.0,MA010008
3311233021102,32.8149779,-6.7565918,-0.195,0.464,POINT (-6.7565918 32.8149779),26.0,MA001005
3311321220023,33.367237,-4.185791,-0.206,0.384,POINT (-4.185791 33.367237),45.0,MA004005
3313003001103,30.7229484,-9.5471191,-0.174,0.446,POINT (-9.5471191 30.7229484),32.0,MA009001
3313003013221,30.4770825,-9.2834473,-0.071,0.495,POINT (-9.2834473 30.4770825),4.0,MA009004
3313100311130,31.3067147,-4.251709,-0.108,0.464,POINT (-4.251709 31.3067147),7.0,MA003002
3311232023000,32.6856194,-8.2507324,0.042,0.447,POINT (-8.2507324 32.6856194),30.0,MA002008
3311233301023,32.4819627,-6.1193848,-0.534,0.457,POINT (-6.1193848 32.4819627),43.0,MA001002
3311312033220,34.912962,-2.2741699,-0.304,0.483,POINT (-2.2741699 34.912962),61.0,MA007002
3311230221311,33.3488843,-8.0969238,-0.531,0.495,POINT (-8.0969238 33.3488843),67.0,MA002002
3311213300121,34.8408581,-6.2072754,0.78,0.574,POINT (-6.2072754 34.8408581),3.0,MA008004
3311302332030,34.4069092,-4.5153809,-0.417,0.461,POINT (-4.5153809 34.4069092),63.0,MA004008
3313011000132,31.8868861,-6.8884277,-0.304,0.442,POINT (-6.8884277 31.8868861),42.0,MA001001
3313001202233,31.0623449,-9.7668457,-0.805,0.395,POINT (-9.7668457 31.0623449),40.0,MA006003
3311302013010,35.3084009,-5.0427246,-0.399,0.418,POINT (-5.0427246 35.3084009),12.0,MA010002
3311233233021,32.0546442,-6.4709473,-0.68,0.389,POINT (-6.4709473 32.0546442),42.0,MA001001
3313012102120,30.5528,-7.635498,-0.526,0.434,POINT (-7.635498 30.5528),4.0,MA009004
3313001013213,31.7001291,-9.239502,-0.808,0.386,POINT (-9.239502 31.7001291),40.0,MA006003
3313001300113,31.3254862,-8.9758301,-0.007,0.418,POINT (-8.9758301 31.3254862),29.0,MA006002
3311303023110,35.0209992,-3.9001465,-0.469,0.437,POINT (-3.9001465 35.0209992),20.0,MA010001
3313001311030,31.3067147,-8.5583496,-0.131,0.511,POINT (-8.5583496 31.3067147),29.0,MA006002
3311233203201,32.3149908,-6.8225098,-0.365,0.49,POINT (-6.8225098 32.3149908),46.0,MA001003
3313003002313,30.4960174,-9.6789551,1.093,0.553,POINT (-9.6789551 30.4960174),32.0,MA009001
3311232022222,32.5560732,-8.4265137,-0.464,0.474,POINT (-8.4265137 32.5560732),30.0,MA002008
3311223113232,32.851903,-8.5583496,-0.371,0.479,POINT (-8.5583496 32.851903),67.0,MA002002
3311231302003,33.5505507,-6.295166,-0.438,0.44,POINT (-6.295166 33.5505507),0.0,MA008005
3311322203220,32.277844,-5.4382324,-0.449,0.39,POINT (-5.4382324 32.277844),52.0,MA003003
3311320232221,33.1651449,-5.2404785,-0.37,0.393,POINT (-5.2404785 33.1651449),56.0,MA004004
3313010031312,31.5504522,-7.767334,0.041,0.509,POINT (-7.767334 31.5504522),33.0,MA006001
3313003222023,29.6212207,-9.810791,-0.204,0.499,POINT (-9.810791 29.6212207),28.0,MA009006
3311230223233,33.1467497,-8.1848145,0.017,0.445,POINT (-8.1848145 33.1467497),67.0,MA002002
3311231313211,33.4955973,-5.723877,-0.44,0.432,POINT (-5.723877 33.4955973),50.0,MA004003
3311320132000,33.8612926,-4.5593262,-0.38,0.46,POINT (-4.5593262 33.8612926),53.0,MA004007
3311233022120,32.6486253,-6.932373,-0.416,0.46,POINT (-6.932373 32.6486253),26.0,MA001005
3311302303202,34.6422466,-4.7351074,-0.419,0.455,POINT (-4.7351074 34.6422466),63.0,MA004008
3313012011011,30.7418353,-7.833252,-0.822,0.422,POINT (-7.833252 30.7418353),4.0,MA009004
3311322031022,32.7780375,-5.0866699,-0.447,0.397,POINT (-5.0866699 32.7780375),52.0,MA003003
3311303132312,34.9309781,-3.0212402,0.3,0.495,POINT (-3.0212402 34.9309781),11.0,MA007007
3311230221312,33.3305278,-8.1188965,-0.386,0.485,POINT (-8.1188965 33.3305278),67.0,MA002002
3311321221121,33.3855858,-3.9221191,-0.391,0.383,POINT (-3.9221191 33.3855858),45.0,MA004005
3311232321020,32.2035049,-7.5476074,-0.56,0.451,POINT (-7.5476074 32.2035049),51.0,MA006005
3313003210212,30.040566,-9.4372559,-0.449,0.507,POINT (-9.4372559 30.040566),15.0,MA009002
3311230302130,33.5322367,-7.5915527,0.956,0.513,POINT (-7.5915527 33.5322367),65.0,MA002005
3311321303031,33.5322367,-3.2629395,-0.316,0.402,POINT (-3.2629395 33.5322367),45.0,MA004005
3311213320303,34.4975022,-6.2072754,-0.35,0.454,POINT (-6.2072754 34.4975022),23.0,MA008006
3311233130220,32.7225981,-5.9655762,-0.818,0.4,POINT (-5.9655762 32.7225981),43.0,MA001002
3313003323021,29.6403199,-8.9318848,-0.127,0.445,POINT (-8.9318848 29.6403199),28.0,MA009006
3311231110213,34.2072589,-5.8996582,0.159,0.469,POINT (-5.8996582 34.2072589),2.0,MA008007
3311320101030,34.261756,-4.6911621,-0.476,0.433,POINT (-4.6911621 34.261756),63.0,MA004008
3311223302120,32.3521223,-9.041748,-0.116,0.49,POINT (-9.041748 32.3521223),8.0,MA006006
3311213333232,34.3162179,-5.7458496,-0.347,0.497,POINT (-5.7458496 34.3162179),23.0,MA008006
3311232132021,32.6486253,-7.3498535,0.013,0.509,POINT (-7.3498535 32.6486253),14.0,MA002009
3313101200200,31.2691604,-4.2077637,-0.458,0.516,POINT (-4.2077637 31.2691604),7.0,MA003002
3311223302213,32.2964193,-9.0637207,-0.299,0.47,POINT (-9.0637207 32.2964193),8.0,MA006006
3311320211330,33.6054691,-4.954834,-0.42,0.415,POINT (-4.954834 33.6054691),56.0,MA004004
3311231313120,33.5322367,-5.7019043,-0.358,0.402,POINT (-5.7019043 33.5322367),50.0,MA004003
3313010211011,31.344254,-7.833252,0.016,0.471,POINT (-7.833252 31.344254),33.0,MA006001
3313003122111,30.2875311,-8.9758301,-0.691,0.408,POINT (-8.9758301 30.2875311),4.0,MA009004
3313003031113,30.4202557,-9.1516113,0.585,0.545,POINT (-9.1516113 30.4202557),4.0,MA009004
3311303201120,34.8408581,-3.9440918,-0.494,0.398,POINT (-3.9440918 34.8408581),17.0,MA004009
3311312231033,34.5337119,-2.208252,-0.619,0.406,POINT (-2.208252 34.5337119),25.0,MA007001
3313003231012,29.8120503,-9.2614746,-0.264,0.393,POINT (-9.2614746 29.8120503),15.0,MA009002
3313003310221,30.0215431,-8.7561035,-0.258,0.451,POINT (-8.7561035 30.0215431),4.0,MA009004
3311230230123,33.367237,-7.9650879,-0.3,0.496,POINT (-7.9650879 33.367237),67.0,MA002002
3311232012333,32.851903,-7.9211426,-0.279,0.433,POINT (-7.9211426 32.851903),14.0,MA002009
3313003211330,30.0215431,-9.173584,-0.876,0.431,POINT (-9.173584 30.0215431),15.0,MA009002
3311320002230,34.043556,-5.5700684,-0.174,0.509,POINT (-5.5700684 34.043556),59.0,MA004002
3311322203030,32.3521223,-5.3942871,-0.262,0.406,POINT (-5.3942871 32.3521223),52.0,MA003003
3311232003010,32.9810197,-8.2067871,-0.247,0.514,POINT (-8.2067871 32.9810197),67.0,MA002002
3311232103212,32.8888127,-7.5036621,-0.51,0.46,POINT (-7.5036621 32.8888127),14.0,MA002009
3311303210211,34.8047824,-3.7902832,-0.287,0.422,POINT (-3.7902832 34.8047824),17.0,MA004009
3313012001211,30.6662655,-8.1848145,0.878,0.591,POINT (-8.1848145 30.6662655),4.0,MA009004
3311232023022,32.6301225,-8.2507324,-0.636,0.463,POINT (-8.2507324 32.6301225),30.0,MA002008
3311233222223,31.9614831,-6.998291,0.178,0.551,POINT (-6.998291 31.9614831),42.0,MA001001
3311303212110,34.7325837,-3.7243652,0.038,0.404,POINT (-3.7243652 34.7325837),17.0,MA004009
3313003322220,29.5639011,-9.1296387,-0.839,0.412,POINT (-9.1296387 29.5639011),28.0,MA009006
3313003203032,29.9263737,-9.6130371,-0.219,0.519,POINT (-9.6130371 29.9263737),15.0,MA009002
3311300201232,35.8979497,-5.3942871,0.304,0.556,POINT (-5.3942871 35.8979497),16.0,MA010005
3311322033000,32.6856194,-5.0866699,-0.114,0.431,POINT (-5.0866699 32.6856194),52.0,MA003003
3311303311221,34.768691,-2.9553223,-0.073,0.414,POINT (-2.9553223 34.768691),11.0,MA007007
3313011222112,30.8739398,-6.8884277,0.633,0.438,POINT (-6.8884277 30.8739398),37.0,MA003001
3311320121200,33.9342448,-4.7351074,0.018,0.511,POINT (-4.7351074 33.9342448),53.0,MA004007
3311321103111,34.1527265,-3.1750488,-0.318,0.406,POINT (-3.1750488 34.1527265),47.0,MA007005
3311223111111,33.1283507,-8.4484863,-0.443,0.488,POINT (-8.4484863 33.1283507),67.0,MA002002
3311211323133,35.5411658,-5.9875488,0.552,0.499,POINT (-5.9875488 35.5411658),60.0,MA010006
3311303202331,34.6241673,-4.0539551,0.317,0.419,POINT (-4.0539551 34.6241673),17.0,MA004009
3311302222231,34.334364,-5.5480957,-0.531,0.445,POINT (-5.5480957 34.334364),23.0,MA008006
3313010203213,31.0999813,-8.1848145,-0.324,0.387,POINT (-8.1848145 31.0999813),33.0,MA006001
3313003032230,30.1736241,-9.4372559,0.106,0.525,POINT (-9.4372559 30.1736241),15.0,MA009002
3311223302322,32.259265,-9.041748,-0.721,0.448,POINT (-9.041748 32.259265),8.0,MA006006
3311330030000,34.0071346,-2.4499512,-0.681,0.422,POINT (-2.4499512 34.0071346),48.0,MA007006
3311302301123,34.8228222,-4.6252441,-0.042,0.493,POINT (-4.6252441 34.8228222),20.0,MA010001
3311303232232,34.3162179,-3.8122559,-0.818,0.42,POINT (-3.8122559 34.3162179),47.0,MA007005
3313010233010,30.892797,-7.8552246,-0.465,0.385,POINT (-7.8552246 30.892797),4.0,MA009004
3311231332003,33.2570629,-5.9436035,-0.309,0.415,POINT (-5.9436035 33.2570629),49.0,MA001004
3311312030132,35.1109213,-2.3181152,0.454,0.571,POINT (-2.3181152 35.1109213),61.0,MA007002
3313013113020,30.5528,-5.7897949,-0.358,0.498,POINT (-5.7897949 30.5528),58.0,MA003005
3313001211220,31.2315912,-9.3054199,-0.564,0.397,POINT (-9.3054199 31.2315912),40.0,MA006003
3311302231031,34.5518109,-5.020752,-0.491,0.467,POINT (-5.020752 34.5518109),63.0,MA004008
3311230300330,33.6054691,-7.5915527,1.129,0.526,POINT (-7.5915527 33.6054691),65.0,MA002005
3311233023231,32.5745912,-6.7785645,-0.617,0.443,POINT (-6.7785645 32.5745912),46.0,MA001003
3311213301333,34.7506393,-5.9875488,0.363,0.493,POINT (-5.9875488 34.7506393),3.0,MA008004
3311300202300,35.8089035,-5.526123,-0.412,0.477,POINT (-5.526123 35.8089035),19.0,MA010003
3311302201302,34.7867387,-5.3503418,0.176,0.551,POINT (-5.3503418 34.7867387),18.0,MA010007
3311232201321,32.4263397,-8.1408691,-0.558,0.408,POINT (-8.1408691 32.4263397),1.0,MA006008
3311302011223,35.3263298,-5.0646973,-0.759,0.462,POINT (-5.0646973 35.3263298),12.0,MA010002
3311302210032,34.8228222,-5.2185059,-0.799,0.498,POINT (-5.2185059 34.8228222),18.0,MA010007
3311213332101,34.4431582,-5.8557129,-0.644,0.487,POINT (-5.8557129 34.4431582),2.0,MA008007
3313012133203,30.1926178,-7.1740723,-0.556,0.399,POINT (-7.1740723 30.1926178),6.0,MA009005
3311322013331,32.8703597,-4.9328613,-0.553,0.455,POINT (-4.9328613 32.8703597),52.0,MA003003
3311231221002,33.4039307,-6.8444824,-0.449,0.458,POINT (-6.8444824 33.4039307),21.0,MA002007
