quadkey,latitude,longitude,rwi,error
3313003113112,30.5717201,-8.470459,-0.018,0.533
3311322000022,33.0731305,-5.6140137,-0.488,0.45
3313101200002,31.3254862,-4.2077637,-0.262,0.429
3311312220332,34.4612768,-2.6696777,-0.449,0.412
3311233113331,32.8703597,-5.6359863,0.119,0.487
3313012131132,30.3823528,-7.064209,0.131,0.438
3311232112033,32.925707,-7.3059082,-0.046,0.482
3311223111312,33.0362977,-8.470459,-0.034,0.466
3311232300210,32.4634255,-7.6794434,-0.255,0.415
3311233133233,32.5560732,-5.723877,-0.294,0.406
3313010013300,31.7188218,-7.8112793,-0.705,0.475
3311231212303,33.4772717,-6.5588379,-0.64,0.436
3311213303022,34.6783932,-6.1413574,-0.597,0.52
3311211331201,35.6662218,-5.7678223,0.096,0.513
3311213310020,34.8408581,-5.9655762,0.439,0.495
3311302312131,34.6964607,-4.4055176,-0.637,0.415
3311303131212,35.0749644,-2.9333496,0.946,0.557
3311322200131,32.500496,-5.4602051,-0.403,0.394
3313012112310,30.5149486,-7.2399902,-0.203,0.425
3311320011232,34.1709079,-5.0427246,-0.134,0.49
3311213312301,34.6603219,-5.8557129,-0.456,0.428
3313002333330,29.5639011,-9.876709,-0.606,0.434
3311231322211,33.2019237,-6.2512207,-0.607,0.481
3311302301330,34.768691,-4.6032715,-0.427,0.481
3311322203012,32.3706824,-5.3942871,0.131,0.406
3313011020301,31.569175,-6.9104004,-0.509,0.39
3311303022300,34.9489902,-4.119873,-0.594,0.405
3313010220311,30.9681888,-8.2727051,-0.069,0.39
3311232020213,32.7410818,-8.3605957,-0.102,0.483
3313013133120,30.2495768,-5.7019043,-0.432,0.515
3313012203000,29.9834863,-8.2507324,0.196,0.494
3311303131323,35.0389916,-2.8674316,0.109,0.507
3311231200322,33.5871669,-6.932373,-0.34,0.456
3313010020122,31.587894,-8.338623,-0.065,0.493
3311213320200,34.515609,-6.3171387,0.455,0.587
3311230213312,33.4772717,-7.767334,0.044,0.53
3311230221322,33.2938031,-8.1628418,0.179,0.48
3313003313223,29.8501727,-8.5803223,-0.4,0.386
3311320032102,33.8430448,-5.1745605,-0.199,0.508
3313012011100,30.7418353,-7.8112793,-0.482,0.415
3311223232310,32.0173911,-9.3493652,-0.483,0.446
3311302022303,34.9309781,-5.5041504,-0.772,0.533
3313003101120,30.7040578,-8.8659668,-0.394,0.419
3311312222310,34.3706444,-2.6696777,-0.599,0.412
3313003031330,30.3254708,-9.173584,0.208,0.503
3311231302120,33.5322367,-6.229248,-0.571,0.513
3313003222132,29.6212207,-9.7009277,-0.537,0.465
3311321103132,34.0981589,-3.1970215,-0.354,0.389
3311320112310,34.0799618,-4.4274902,-0.224,0.472
3311231020221,33.8977765,-6.998291,0.871,0.481
3311231003123,34.0981589,-6.7346191,0.7,0.551
3311320310220,33.6054691,-4.5593262,-0.104,0.474
3311303031013,35.1468624,-3.614502,-0.22,0.551
3313012121331,30.3254708,-7.3937988,-0.347,0.409
3313003103331,30.4770825,-8.8000488,-0.372,0.535
3313012010100,30.7418353,-7.9870605,-0.038,0.524
3313001310010,31.344254,-8.7341309,-0.189,0.467
3311232022121,32.6486253,-8.3166504,-0.62,0.451
3313011010112,31.9241921,-6.5368652,0.217,0.442
3311320110000,34.2980679,-4.5593262,-0.209,0.476
3313003001023,30.6851635,-9.6350098,-0.671,0.401
3311320003020,34.116352,-5.4382324,0.446,0.548
3311321010033,34.2435942,-3.7902832,-0.482,0.472
3311302321210,34.515609,-4.6911621,-0.29,0.478
3311322020222,32.7041107,-5.6140137,-0.539,0.402
3311302211030,34.8408581,-5.0427246,-0.284,0.495
3311230322032,33.2203073,-7.6794434,-0.142,0.5
3313001102130,31.7561958,-8.9978027,-0.571,0.393
3311312212111,34.7325837,-2.2961426,-0.592,0.482
3313010222032,30.8362142,-8.3825684,-0.162,0.465
3311320010100,34.2980679,-5.1745605,-0.315,0.484
3311223322200,32.0173911,-9.1296387,-0.359,0.406
3311320223120,33.238687,-5.3503418,-0.209,0.39
3311321002330,34.043556,-4.0759277,-0.286,0.546
3311302102301,35.2366457,-4.8010254,0.281,0.575
3311322012030,32.9441484,-5.2185059,-0.212,0.403
3311322303333,32.259265,-4.5812988,-0.564,0.431
3311312203033,34.6783932,-2.5598145,-0.544,0.425
3311223133311,32.6116159,-8.4484863,-0.047,0.492
3311320011013,34.2799139,-5.020752,-0.27,0.471
3313010232111,30.892797,-7.9211426,-0.671,0.451
3311233003131,32.9441484,-6.6906738,0.165,0.48
3311302313103,34.7145242,-4.2736816,-0.318,0.401
3313001010202,31.8495649,-9.4812012,-0.433,0.442
3311230323333,33.1467497,-7.3937988,0.032,0.492
3311230233322,33.1467497,-7.8112793,-0.393,0.428
3313003323021,29.6403199,-8.9318848,-0.127,0.445
3311211330233,35.6126503,-5.8996582,-0.011,0.494
3313010123201,31.4192877,-7.5256348,0.508,0.569
3311302233231,34.334364,-5.020752,-0.762,0.487
3311302233012,34.4250356,-5.0427246,-0.572,0.469
3311232103112,32.962586,-7.4157715,-0.164,0.449
3311230230023,33.367237,-8.0529785,-0.445,0.497
3311320212212,33.4772717,-5.2185059,-0.245,0.523
3311213132232,34.894942,-5.9216309,0.085,0.502
3313012021313,30.3444351,-8.0969238,-0.587,0.408
3311233102201,32.9072618,-6.295166,-0.374,0.452
3313021010302,29.430029,-9.3933105,-0.011,0.515
3311230220313,33.3305278,-8.2727051,0.467,0.517
3313011011010,31.9428395,-6.4489746,-0.441,0.389
3311322301202,32.4448845,-4.7351074,-0.288,0.473
3311322022230,32.5745912,-5.5700684,-0.355,0.433
3311320010131,34.261756,-5.1086426,-0.635,0.454
3313010212122,31.1376028,-7.9870605,-0.538,0.461
3311322202032,32.3335585,-5.5700684,-0.475,0.397
3311330003211,34.0799618,-2.5598145,-0.737,0.42
3311231213311,33.4955973,-6.3391113,-0.091,0.419
3311231212021,33.5322367,-6.6467285,-0.038,0.477
3311320202300,33.4955973,-5.526123,-0.679,0.43
3311230231202,33.3305278,-7.8991699,-0.149,0.519
3311213330100,34.587997,-5.8776855,0.353,0.471
3311233122111,32.6856194,-6.1633301,-0.555,0.389
3311213233032,34.3887788,-6.4489746,-0.511,0.495
3311321003021,34.116352,-4.0100098,-0.454,0.441
3313010202232,31.0623449,-8.3825684,-0.031,0.395
3313100032132,31.4380367,-5.1306152,-0.532,0.387
3311213332113,34.4250356,-5.8117676,0.085,0.558
3313003221332,29.697596,-9.5251465,-0.013,0.485
3311233100203,33.0362977,-6.295166,-0.574,0.403
3311323203210,32.3149908,-3.9880371,0.049,0.467
3311302302002,34.7145242,-4.9108887,-0.378,0.512
3313001322101,30.892797,-9.0197754,-0.609,0.421
3311312122230,34.912962,-2.0544434,0.565,0.473
3313011201313,31.2503777,-6.6906738,-0.055,0.416
3313003111031,30.7040578,-8.536377,-0.001,0.503
3313003232330,29.5639011,-9.3493652,-0.258,0.493
3311321132211,33.788278,-3.0871582,-0.418,0.391
3311232323212,31.9987589,-7.5036621,-0.407,0.414
3311320213100,33.5688607,-4.9987793,-0.412,0.449
3313012212300,29.9073289,-7.9870605,-0.373,0.426
3311302212032,34.6783932,-5.2185059,-0.426,0.461
3311230310322,33.5871669,-7.2839355,0.101,0.526
3311232122123,32.6301225,-7.6135254,-0.137,0.496
3311302232010,34.4431582,-5.2185059,-0.592,0.443
3311302023013,35.0030029,-5.3723145,-0.522,0.423
3313001030222,31.5129954,-9.4812012,-0.264,0.454
3311232020031,32.7965096,-8.3605957,-0.351,0.494
3313003311302,30.040566,-8.5144043,-0.414,0.382
3311231213220,33.4589423,-6.4929199,-0.648,0.449
3311322020231,32.7225981,-5.5480957,-0.413,0.448
3311232212201,32.3149908,-8.0529785,-0.154,0.463
3313010331311,30.9681888,-7.0422363,-0.55,0.448
3313003031023,30.3823528,-9.2834473,0.324,0.526
3311322031002,32.8149779,-5.0866699,-0.156,0.446
3311303130123,35.1109213,-3.0432129,-0.662,0.54
3311320011331,34.1890853,-4.9328613,0.322,0.558
3311312223022,34.3887788,-2.6257324,-0.224,0.439
3313010130300,31.569175,-7.2839355,-0.293,0.404
3311232212123,32.3335585,-7.9650879,-0.212,0.469
3311312211233,34.7506393,-2.208252,-0.669,0.446
3311303201200,34.8047824,-4.0319824,-0.387,0.439
3313010330002,31.0246937,-7.3718262,-0.459,0.414
3313001121300,31.569175,-8.8659668,-0.247,0.592
3311231113121,34.116352,-5.6799316,-0.048,0.593
3311320321223,33.2938031,-4.7131348,-0.371,0.394
3311302202300,34.6603219,-5.526123,-0.447,0.5
3311223323221,31.9801229,-8.9318848,-0.173,0.441
3311320320201,33.3488843,-4.888916,0.213,0.511
3311231333303,33.1835362,-5.6799316,-0.082,0.506
3311232122233,32.5560732,-7.6574707,-0.068,0.513
3313002333023,29.6212207,-9.9865723,0.258,0.476
3311230302202,33.4772717,-7.7233887,-0.312,0.506
3311322200301,32.4634255,-5.5041504,-0.39,0.428
3311231312001,33.5688607,-5.9436035,-0.562,0.411
3311230301303,33.6237675,-7.4377441,0.774,0.548
3313010020310,31.569175,-8.2946777,0.104,0.501
3311302330003,34.5699059,-4.5373535,0.582,0.505
3311320010323,34.1709079,-5.1525879,-0.235,0.499
3311213123002,35.0030029,-6.1413574,-0.528,0.592
3313011100203,31.8495649,-6.295166,0.042,0.426
3311320300212,33.6237675,-4.8669434,0.099,0.541
3311233231012,32.2220954,-6.4489746,-0.548,0.498
3311320030002,33.988918,-5.2624512,-0.162,0.529
3313003311221,30.0215431,-8.5803223,-0.32,0.383
3311233003303,32.8888127,-6.7346191,-0.044,0.521
3311322323132,32.0360196,-4.6032715,-0.228,0.389
3311302210011,34.876918,-5.1965332,-0.546,0.464
3311303312211,34.6603219,-3.0871582,0.014,0.386
3311303230321,34.4793915,-3.7463379,-0.439,0.402
3313001220333,30.9116505,-9.6789551,-0.949,0.438
3311223301131,32.500496,-8.8000488,-0.576,0.442
3311312210210,34.8047824,-2.4060059,0.533,0.545
3313001320301,30.9681888,-9.0197754,-0.554,0.411
3313001223100,30.892797,-9.5690918,-0.609,0.411
3313010210331,31.2315912,-7.9211426,-0.708,0.453
3313003011211,30.6662655,-9.239502,0.213,0.459
3313100100020,31.905541,-4.9108887,-0.402,0.462
3313021010123,29.4682962,-9.3713379,-0.162,0.495
3313020130012,29.200123,-10.1403809,-0.269,0.411
3313010101131,31.905541,-7.3937988,-0.134,0.492
3311231023221,33.7517474,-6.8225098,-0.02,0.469
3311232231211,32.1663125,-7.833252,-0.726,0.43
3311233210233,32.4077911,-6.6027832,0.317,0.463
3311232023013,32.6671243,-8.1848145,-0.337,0.497
3313001300010,31.344254,-9.0856934,-0.39,0.403
3311312203220,34.6241673,-2.6257324,-0.263,0.438
3311322021203,32.7410818,-5.4162598,-0.059,0.389
3311233232312,31.9987589,-6.5368652,-0.324,0.425
3311302122311,34.9489902,-4.7570801,0.15,0.501
3313010303101,31.194007,-7.4377441,-0.121,0.471
3311223123210,32.6116159,-8.9099121,-0.042,0.47
3311232000223,32.9994495,-8.404541,-0.246,0.536
3311303013322,35.1827876,-3.5925293,-0.208,0.471
3311232110312,33.0362977,-7.2399902,-0.342,0.508
3311213231021,34.5518109,-6.4709473,0.073,0.475
3311312301233,34.7506393,-1.8566895,0.112,0.56
3311312221210,34.515609,-2.5817871,-0.513,0.396
3311231010231,34.1890853,-6.6027832,-0.9,0.518
3313011301112,31.3254862,-6.0095215,0.624,0.499
3311303021113,35.1468624,-3.8781738,-0.056,0.54
3313001031303,31.5504522,-9.1955566,-0.626,0.444
3313013120310,30.3633958,-6.1853027,-0.229,0.399
3313001230001,31.0435212,-9.4592285,-0.575,0.432
3311233221212,32.1477106,-6.8005371,-0.355,0.422
3311302121231,35.0569799,-4.6691895,-0.1,0.462
3311312122233,34.894942,-2.0324707,-0.206,0.461
3311232213002,32.3706824,-7.8991699,-0.71,0.423
3311302302333,34.6060841,-4.7570801,-0.381,0.491
3311231300020,33.6786394,-6.3171387,0.125,0.528
3313010120310,31.569175,-7.5915527,-1.067,0.445
3311302001011,35.4517204,-5.3723145,-0.239,0.485
3311232123103,32.6671243,-7.4377441,-0.177,0.419
3311321113013,34.1345412,-2.911377,-0.487,0.4
3311230213112,33.5505507,-7.767334,0.256,0.605
3313010132013,31.4755236,-7.3059082,-0.249,0.417
3311303231202,34.4975022,-3.6804199,-0.463,0.41
3311323001212,33.0362977,-3.9880371,0.31,0.565
3311312230133,34.5337119,-2.2961426,-0.852,0.396
3311322310032,32.4819627,-4.5153809,-0.503,0.423
3313011333033,30.8362142,-5.723877,-0.406,0.401
3313011331010,31.0435212,-5.7458496,-0.228,0.388
3311303121023,35.1109213,-3.3068848,-0.533,0.479
3311233120123,32.7780375,-6.2072754,-0.523,0.41
3311233131202,32.7410818,-5.7897949,-0.369,0.429
3311320331113,33.4039307,-4.2297363,-0.639,0.384
3311321101020,34.261756,-3.3288574,0.473,0.536
3311312202203,34.6422466,-2.779541,-0.352,0.404
3311322313222,32.259265,-4.3835449,0.19,0.502
3313020133310,28.9889219,-9.876709,-0.342,0.489
3311322102301,32.9072618,-4.8010254,-1.036,0.389
3311233201013,32.5190256,-6.7785645,-0.133,0.493
3311223311012,32.5190256,-8.5583496,-0.223,0.461
3311230233331,33.1651449,-7.7453613,-0.1,0.442
3311223123002,32.6671243,-8.9538574,-0.639,0.453
3311303211002,34.85889,-3.6804199,-0.339,0.422
3311300222012,35.576916,-5.5700684,0.098,0.719
3311303033133,34.9669984,-3.5266113,-0.222,0.527
3311213330030,34.5518109,-5.9216309,-0.273,0.485
3311233122202,32.5931055,-6.3171387,-0.294,0.463
3311233223330,31.9801229,-6.7126465,0.044,0.431
3311233132211,32.6116159,-5.8996582,-0.413,0.434
3311303030330,35.0569799,-3.7243652,-0.491,0.454
3311231010300,34.2254285,-6.5808105,0.175,0.536
3311320220210,33.3488843,-5.5700684,-0.062,0.447
3313001111031,31.905541,-8.536377,-0.468,0.393
3313003023320,30.1736241,-9.5690918,0.427,0.517
3311320010033,34.2435942,-5.1965332,-0.194,0.46
3311232133303,32.5931055,-7.0861816,-0.125,0.539
3311232023210,32.6116159,-8.2067871,0.206,0.548
3311233212013,32.3706824,-6.6027832,-0.044,0.476
3311321121332,33.8795365,-3.1970215,-0.284,0.476
3311232221201,32.1663125,-8.2287598,-0.058,0.477
3313011210031,31.3067147,-6.6027832,-0.091,0.392
3311330002223,34.0253472,-2.779541,-0.649,0.386
3311223111010,33.1283507,-8.5583496,0.087,0.489
3311302310102,34.85889,-4.4714355,-0.448,0.393
3311232213322,32.259265,-7.8112793,-0.291,0.445
3313010322022,30.8362142,-7.7233887,-0.643,0.386
3311302312331,34.6241673,-4.4055176,-0.292,0.513
3311211313203,35.7910823,-5.7678223,1.19,0.579
3311312202303,34.6422466,-2.6916504,-0.677,0.405
3313101000123,31.8868861,-4.0979004,-0.548,0.401
3313001101113,31.9241921,-8.8000488,-0.806,0.413
3311321100132,34.2435942,-3.3728027,0.484,0.573
3311223122320,32.5745912,-9.041748,-0.333,0.438
3313010211221,31.2315912,-7.8771973,-0.235,0.495
3311231112031,34.116352,-5.8996582,-0.943,0.434
3311223231123,32.1849106,-9.1955566,-0.397,0.434
3311231113301,34.0799618,-5.6799316,0.388,0.495
3311230332212,33.1835362,-7.3278809,0.097,0.479
3313001100010,31.9428395,-9.0856934,-0.677,0.387
3311302102312,35.218697,-4.7790527,-0.62,0.495
3313011310312,31.2503777,-5.8337402,-0.449,0.398
3311303331102,34.5699059,-2.8894043,-0.558,0.445
3311303020121,35.1288938,-4.0979004,-0.066,0.494
3311322010232,32.9994495,-5.2185059,-0.319,0.389
3311321130310,33.9342448,-3.0212402,-0.512,0.42
3311320010123,34.2435942,-5.1525879,-0.293,0.485
3311232312231,32.277844,-7.3059082,-0.729,0.517
3311323000002,33.1099478,-4.2077637,0.036,0.384
3311302323311,34.3706444,-4.5812988,-0.28,0.436
3311223113213,32.8888127,-8.536377,-0.018,0.467
3311232202030,32.3521223,-8.3825684,-0.776,0.425
3313001312022,31.1376028,-8.7780762,-0.492,0.443
3311223111301,33.054716,-8.4924316,-0.11,0.47
3313003103123,30.5338761,-8.8439941,-0.358,0.495
3311233331322,32.1104954,-5.7019043,-0.345,0.384
3311323000313,33.0362977,-4.0539551,-0.108,0.497
3311302000202,35.3621756,-5.6140137,-0.277,0.464
3311232301012,32.5190256,-7.5036621,-0.164,0.527
3311231023122,33.8065375,-6.7565918,-0.022,0.523
3311303201033,34.8228222,-3.9660645,-0.077,0.418
3311233320122,32.1849106,-6.229248,-0.407,0.416
3311223112022,32.925707,-8.7780762,-0.402,0.492
3311320232030,33.238687,-5.2185059,-0.394,0.441
3313010011132,31.8868861,-7.767334,-0.599,0.434
3311233231123,32.1849106,-6.3830566,-0.087,0.478
3311231021303,33.9160126,-6.7346191,-0.009,0.49
3311302030312,35.0749644,-5.1306152,-0.733,0.469
3311320032213,33.7700147,-5.1965332,0.531,0.456
3313010102203,31.7001291,-7.701416,0.039,0.481
3311302000323,35.3263298,-5.5041504,0.154,0.542
3311323023302,32.5931055,-3.9440918,-0.605,0.389
3311231012333,34.0253472,-6.5148926,0.107,0.523
3311333221222,32.1104954,-1.2194824,0.135,0.54
3313012301011,30.1356258,-7.4816895,-0.307,0.448
3313012021013,30.4202557,-8.1848145,0.048,0.466
3311213231321,34.4793915,-6.3830566,-0.07,0.526
3311321000102,34.2799139,-4.119873,-0.435,0.427
3313010300033,31.2879394,-7.6574707,-0.819,0.43
3311303121320,35.0569799,-3.2409668,0.242,0.5
3313010033101,31.4942613,-7.7893066,0.147,0.504
3311320010003,34.2799139,-5.2404785,-0.375,0.611
3311320313233,33.440609,-4.317627,-0.509,0.426
3313003310111,30.1356258,-8.6242676,-0.146,0.398
3313011011230,31.8308986,-6.4489746,0.167,0.388
3311232331113,32.2220954,-7.0422363,-0.882,0.439
3311233123120,32.6486253,-6.0534668,-0.252,0.418
3311302232031,34.4069092,-5.1965332,-0.666,0.447
3313100201111,31.344254,-5.2844238,-0.094,0.511
3311231300000,33.7152012,-6.3171387,-0.381,0.449
3311232113302,32.8888127,-7.1081543,-0.773,0.469
3311320211123,33.6603526,-4.9768066,-0.425,0.449
3311320212221,33.4589423,-5.2404785,0.566,0.518
3311320231323,33.2938031,-4.9768066,0.027,0.483
3311323022330,32.5745912,-4.0759277,-0.173,0.46
3313100133330,31.3817783,-4.251709,-0.45,0.477
3311232200133,32.4819627,-8.2727051,0.132,0.47
3313003312113,29.9644524,-8.6242676,-0.137,0.428
3313010101330,31.8308986,-7.4157715,0.004,0.493
3311302333010,34.4431582,-4.3395996,-0.489,0.406
3311232113122,32.925707,-7.1081543,-0.676,0.448
3311302323230,34.334364,-4.6911621,-0.343,0.459
3311223113230,32.8703597,-8.5583496,-0.291,0.47
3311233200312,32.4448845,-6.8884277,-0.344,0.467
3311231321123,33.367237,-6.0314941,-0.445,0.392
3311323221112,32.2220954,-3.9001465,-0.433,0.388
3311223332121,32.0546442,-8.6682129,-0.549,0.422
3311302000000,35.4517204,-5.6140137,-0.238,0.429
3311231310112,33.6969222,-5.8337402,-0.538,0.438
3311323210213,32.4448845,-3.7902832,-0.305,0.457
3311321221112,33.4039307,-3.9001465,-0.278,0.408
3313100102221,31.6814326,-4.888916,-0.349,0.422
3313010223213,30.7984737,-8.1848145,-0.238,0.39
3311320222030,33.238687,-5.5700684,-0.753,0.412
3313003021033,30.3823528,-9.5910645,1.334,0.602
3313010330322,30.9116505,-7.2839355,-0.525,0.429
3311230310131,33.6786394,-7.2180176,-0.721,0.499
3311322013023,32.925707,-5.0646973,-0.504,0.535
3313011332112,30.8739398,-5.8337402,-0.474,0.411
3311300202121,35.844534,-5.5041504,-0.193,0.501
3311312322102,34.4250356,-2.010498,-0.283,0.432
3313011100311,31.8682273,-6.1633301,-0.545,0.411
3313102210101,30.1356258,-5.1525879,-0.456,0.382
3311233032333,32.5560732,-6.5148926,-0.575,0.542
3311231301120,33.6786394,-6.0534668,-0.695,0.452
3313001132312,31.4005349,-8.6462402,-0.518,0.502
3311233211020,32.500496,-6.4929199,-0.29,0.498
3311233000202,33.0362977,-7.0202637,-0.001,0.454
3311231003303,34.0617609,-6.7346191,0.293,0.554
3311232122130,32.6486253,-7.5915527,-0.436,0.515
3311303133312,34.9309781,-2.845459,-0.327,0.511
3311330003303,34.0617609,-2.5158691,-0.573,0.482
